title,location,org_name,org_link,description,job_posting_link
Data Engineer (m/f),"Zagreb, Zagreb, Croatia",Raiffeisenbank Hrvatska,https://hr.linkedin.com/company/raiffeisenbank-hrvatska?trk=public_jobs_topcard-org-name,"About RBA / Not Just Another BankWe are here to make it easy for people to manage their money. Through innovative, highly sophisticated technology and great customer service, RBA is redefining people’s relationships with their money by making things simple and stress-free. Our banking solutions provide No.1 customer experience on Croatian market.With us, you will have the opportunity to have a meaningful job and expand your knowledge every day by building great products and turning the complexity of a chaotic world into the simplicity of smooth solutions. We believe that two things are essential for our success: our people and our culture. Today, in our IT department we have 150+ amazing IT experts that enjoy working together, learn from each other, and have a lot of fun.We also know that your private life matters at least as your work life. So, our way of work is truly flexible as you deserve it – you can work from the office or wherever you want in Croatia. This is the RBAlity way 😊.Does it sound interesting to you?Take your talents and energy, join us, and feel the good vibe of RBA IT!About The RoleData Engineer will collaborate closely with the product owners, data architects, data analysts, and data teams to achieve insights, provide the organization with valuable data solutions, and enable reliably informed strategic decisionsYou will be part of ongoing data transformation of our bank, using open-source technologies like Apache NiFi, Airflow, Hadoop and otherAssembling large, complex sets of data that meet non-functional and functional business requirementsWhat You’ll Be DoingWorking in one and collaborate with many agile and adaptive teamsBuilding Data Pipelines, with hands-on development of scripts using various programming languages including SQL, Python, Spark ProgrammingIdentifying, designing and implementing internal process improvements including re-designing infrastructure for greater scalabilityWorking with stakeholders including data, design, product and executive teams and assisting them with data-related technical issuesMonitoring data systems performance and implementing optimization strategiesDesigning and implementing data pipelines using Apache Spark and Delta Lake to process and store large volumes of structured and unstructured dataWhat You’ll NeedUnderstanding and experience with structured/unstructured database environments and Big Data environmentsWorking knowledge of Python, Git, SQL, and NoSQL databasesExperience in Big Data technologies - Apache Airflow, NiFi, Kafka, Hadoop, SparkTo be self-motivated with a strong desire to learn and stay up-to-date with new technologies in the fieldTeamwork skills with a problem-solving attitudeA bachelor’s or master’s degree in computer science or related fieldNice to haveExperience with DatabricksWorking knowledge of Cloud-based solutions (e.g. AWS, Azure, GCP)Professional DevelopmentHere is what can we offer youStructured and smooth onboarding process with a mentor and a buddyManager's support in career growth by creating development plan and regular feedbackLearning by doing on the super advanced technologyAccess to the rich base of learning sources – IT learning programs, certificates, online trainingsFinancial BenefitsChristmas bonus, Easter bonus, Holiday pay, Gift for kids, Referral bonus, Meal allowanceWork-life BalanceFlexible working hours and a flexible work model (whether you like more remote work, office work, or a mix of both)Minimum 26 days of vacationUp to 7 free days for personal needs (wedding, moving…), free day for the first school or kindergarten day, up to 15 free days for educationWell-beingMonthly subvention for Multisport membership, free annual health check-up, additional health insurance, E-sport and other sports associations, free parking and restaurant on location, modern offices, gaming & relax zone, corporate volunteeringSpecial Banking OfferSpecial prices of banking products and loans conditions, special insurance conditions, special leasing conditionsWe know that building great IT solutions isn't enough. Our people are our priority. That's why our focus is on creating great working conditions that will make your life in RBA nice and simple. We want you to have all you need for building your skills, growing your career and to love what you do.🧐 Still wondering if you're the right fit? Check out what Bruno, our Head of Software Development & Testing department, has to say! -> https://www.youtube.com/watch?v=xEmqkLO3dxE                    Show more                                        Show less",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4246703244
"Software Engineer - Backend (Croatia, on-site)","Zagreb, Zagreb, Croatia",Treblle,https://www.linkedin.com/company/treblle?trk=public_jobs_topcard-org-name,"Pridruži se Treblle timu kao Senior Backend Software Engineer!Treblle je originalno nastao kao jednostavan alat za praćenje API servisa, a danas smo puno više od toga. U posljednje četiri godine izgradili smo niz međusobno povezanih proizvoda koji timovima i tvrtkama olakšavaju rad s API servisima. Naš cilj je stvoriti sveobuhvatnu platformu koju će koristiti svi koji rade s API servisima - od prvih linija koda do produkcije i nadzora u stvarnom vremenu. Ukratko, želimo biti temelj svakog API procesa.Tražimo iskusnog Backend Engineera koji želi raditi na stvarno izazovnim tehničkim problemima s ogromnim količinama prometa. Imat ćeš priliku raditi direktno na najvažnijim dijelovima naše platforme koju koriste svi naši korisnici. Svaki mjesec obradimo preko 8TB podataka koji se šalju direktno s 15K raznih API servisa na našoj javno dostupnoj platform. Među našim klijentima su i velike tvrtke kojima instaliramo lokalne verzije cijele Treblle platforme jer često imaju par milijardi API poziva mjesečno.Treblle u brojkama 🏆8.4 milijuna dolara investicija2.8 milijarde obrađenih API poziva mjesečno180 tisuća korisnika diljem svijeta15 tisuća API servisa koji koriste TreblleTim od 20+ članova na 3 kontinentaŠto ćeš raditi 💻Kao Dio Našeg Engineering, Product i Design Tima, Fokusirat Ćeš Se Na Razvoj Novih Značajki i Poboljšanja, s Naglaskom Na Skalabilnost i Performanse. Evo Kako Bi Tvoj Dan Mogao IzgledatiSudjelovat ćeš u cijelom procesu razvoja novih proizvoda od samog pričanja s krajnjim korisnikom do puštanja proizvoda na produkcijuImat ćeš priliku raditi na jako velikom sustavu gdje svaka linija koda ima direktan utjecaj na samu brzinu obrade API poziva te doprinosi korisničkom iskustvuPomagat ćeš nam skalirati naše servise te optimizirati AWS infrastrukturu na koju trošimo $10K mjesečnoUsko ćeš surađivati s našim produkt i dizajn timovima kako bismo uspjeli riješiti razne tehničke izazove i omogućiti bolje korisničko iskustvo našim korisnicimaImat ćeš priliku raditi s novim tehnologijama bilo u PHP ili AWS svijetu te nam pomoći razviti AI alat koji će se u potpunosti pokretati na korisnikovom uređajuŠto očekujemo od tebe 🧰Tražimo osobu koja prvenstveno voli svoj posao te pokušava svaki dan naučiti kako napraviti nešto bolje nego jučer.ObaveznoZavršen studij informatičkih tehnologija ili srodnog područja5 godina praktičnog iskustva s PHP i Laravel tehnologijama5 godina praktičnog iskustva u radu s relacijskim bazama i njihovom optimizacijomOdlično korištenje engleskog jezika u govoru i pismuBonus Bodovi ZaDobro poznavanje AWS eko sustavaDobro poznavanje i rad sa Laravel Vapor eko sustavomOptimiziranje rada baze podataka primarno Singlestore i ClickHouseIskustvo u radu na projektima s velikom količinom podatakaNekoliko stvari koje trebaš znati prije prijave 🔍Brzo se krećemo i tako pristupamo svemu što radimo. Preferiramo razviti nešto, dati ga u ruke našim korisnicima te onda iterirati dalje na temelju informacija koje dobijemo od klijenataOvo je startup i često zahtijeva visoku razinu angažmana i predanosti projektu, ali zauzvrat pruža izvanrednu priliku za ubrzani profesionalni razvoj.Radimo iz ureda većinu vremena zato što svaki dan razvijamo nove i kompleksne stvari.Plaća 💰3.700 - 6.000 EUR bruto mjesečna plaća, ovisno o iskustvuOstale pogodnosti i Benefiti 💡25 plaćenih dana godišnjeg odmoraDodatni dan godišnjeg za svaku godinu provedenu s nama500 EUR budžeta i 40 sati godišnje za učenje i razvojBudžet za međunarodne konferencijeBonus za godišnjicu radaMultisport karticaDodatno zdravstveno osiguranjeDopunsko zdravstveno osiguranjePutno osiguranjeProces zapošljavanja 💼Inicijalni razgovor.Tehnički razgovor u uredu.Ponuda.U Treblleu smo posvećeni izgradnji uključivog i autentičnog radnog prostora. Pozdravljamo jedinstvene i raznolike perspektive te potičemo kontinuirani rast. Vjerujemo da su ljudi više od svojih životopisa, pa ako se tvoje iskustvo razlikuje od navedenih kriterija, svejedno bismo te voljeli čuti.                    Show more                                        Show less",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4334659222
QA Engineer Student (m/f),"Zagreb, Zagreb, Croatia",Porsche E-Bike Performance,https://de.linkedin.com/company/porsche-ebikeperformance?trk=public_jobs_topcard-org-name,"Who are we?We are a team of 100+ motivated professionals with different personalities and different career paths who are working in cross-functional teams with the goal of developing innovative, high performance electrical solutions for the e-bike market.Porsche eBike Performance was founded to drive the transformation of mobility with smart, innovative electrical solutions. We house a unique pool of expertise with e-bike drive system specialist FAZUA, Croatian software and connectivity innovator Greyp and, of course, all the knowledge, research and experience from the Porsche family.Who are we looking for?For our Applicative Software Team we are looking for Junior QA Engineer to help us with manual and automated testing on product level.ResponsibilitiesTest mobile applications and backend, compare to the specifications, aNd identify deficienciesValidate new features, report bugs, and verify fixes in JIRAWrite basic scripts and automated tests with guidance of senior colleaguesManage tests in the test management toolWork as part of the agile development team in all phases of the projectSupport other teams with application testing/quality related tasksRequirements & QualificationsStudent of Computer Science, Software Engineering, IT or a similar fieldFamiliarity with general software testing concepts and terminologyBasic knowledge of SDLC and principles of agile developmentKnowledge of coding - preferably Python but any otherl anguage is okFamiliarity with API testing and troubleshootingFull professional proficiency in EnglishBonus pointsExperience in the IT field, preferably in Software Development or QAExperience with one of the automation frameworks: Playwright, Selenium or AppiumAPI testing experience Postman or similar toolWhat We OfferCompetitive salary and 25+ vacation days (extra vacation days based on years of work experience and number of children)Hybrid (up to 2 days per week) and remote work depending on your positionBenefits like flexible work hours, discounted Multisport card, referral program, education budget, etc.100% paid sick leave for the first 42days, plus 5 additional days without official sick leave reportEmployees may receive a performance bonus of 6% of the yearly base salary at 100% target achievement, along with Easter and Christmas bonusesFamily package – subsidizes kindergarten feesDog-friendly workplace policyMotivating and cross-functional environment great for learning and personal growthCreating a global impact -shaping a new industry with innovative products that are being mass produced and sold all around the world                    Show more                                        Show less",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4347459556
Director of AI,"Zagreb, Zagreb, Croatia",Burai,https://www.linkedin.com/company/burai?trk=public_jobs_topcard-org-name,"About BuraiBurai is an AI driven productivity platform built around intelligent project management. We integrate AI Agents directly into existing workflows to automate repetitive processes. Through our “Digital Twin” technology, Burai learns how work actually happens - spotting patterns and surfacing opportunities for agentic automation. Working alongside teams in Microsoft 365 or Google Workspace, Burai monitors communications, joins meetings, and generates actionable summaries and tasks - so work moves forward without the overhead of manual coordination.The OpportunityAs our Director of AI, you’ll define the AI strategy, lead a world‑class team, and deliver scalable, secure, and responsible AI solutions on Azure that power Burai’s next wave of agentic automation.What You’ll DoSet the AI vision & roadmap aligned to business outcomes; prioritize initiatives across GenAI, LLMs, RL, and NLPBuild and lead a high performing org of AI engineers, data scientists, and research scientists; establish best practices across model development, evaluation, and MLOps.Ship production AI: design, deploy, and operate models and AI agents at scale in a multi‑tenant SaaS environment with strong SLAs.Architect agentic systems: develop prompting strategies, retrieval of augmented generation, and vector-based memory using modern embeddings.Own the platform on Azure: leverage Azure ML/Cognitive Services, containerization, and CI/CD to ensure security, reliability, and cost efficiency.Integrate our stack: lead services built with Python and FastAPI, orchestrate agents (MCP preferred), and connect to vector DBs and data stores.Collaborate cross functionally with Product, Engineering, and Design to embed AI into customer experiences and internal tools.Champion Responsible AI practices (privacy, fairness, explainability) and defines KPIs for model quality, latency, safety, and business impact.Mentor & evangelize level up the team, share learnings internally, and represent Burai in the external AI community.What We’re Looking For Experience: 8+ years in AI/ML with 3+ years leading high‑impact teams and shipping AI to production.Education: MS/PhD in CS, ML, Data Science, or related field (or equivalent experience).Technical depth:Languages & Services: Python (FastAPI), plus familiarity with Node.js or Go.Frameworks: PyTorch or TensorFlow; LangChain; Hugging Face ecosystem.Retrieval & Memory: Vector databases such as Pinecone, Qdrant, Weaviate, Milvus.Cloud & MLOps: Azure-first deployment, containerization, CI/CD, observability.Data Stores: PostgreSQL, MongoDB, Neo4j (relational and NoSQL).Agentic & Interfaces: Model Context Protocol (preferred), robust prompting, RAG pipelines.Voice/Vision Add‑ons: Integration experience with Google ADK is a plus.Product mindset & communication: ability to translate AI capabilities into user and business value; excellent stakeholder management.Hands-on experience ‑ deploying LLMs and agentic workflows in production.SaaS domain experience and multi‑tenant security best practices.Nice to HaveOpensource contributions or AI related publications.What We OfferImpact & Ownership: Shape Burai’s AI strategy and platform end-to-end.Growth: Mentorship, learning budget, and time for experimentation and R&D.Compensation: Competitive salary and equity.Tools & Perks: Azure powered stack, top tier equipment (Apple or Microsoft), paid lunches, MultiSport card.Culture: Fast‑moving, collaborative, and supportive - with a bias for action.                    Show more                                        Show less",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4333976645
"Senior Software Engineer, AI Model serving - Zagreb, Croatia","Zagreb, Zagreb, Croatia",Speechify,https://www.linkedin.com/company/speechifyinc?trk=public_jobs_topcard-org-name,"PLEASE APPLY THROUGH THIS LINK: https://job-boards.greenhouse.io/speechify/jobs/5615708004 DO NOT APPLY BELOWMissionThe mission of Speechify is to make sure that reading is never a barrier to learning.Over 50 million people use Speechify's text-to-speech products to turn whatever they're reading – PDFs, books, Google Docs, news articles, websites – into audio, so they can read faster, read more, and remember more. Speechify's text-to-speech reading products include its iOS app, Android App, Mac App, Chrome Extension, and Web App. Google recently named Speechify the Chrome Extension of the Year and Apple named Speechify its App of the Day.Today, nearly 200 people around the globe work on Speechify in a 100% distributed setting – Speechify has no office. These include frontend and backend engineers, AI research scientists, and others from Amazon, Microsoft, and Google, leading PhD programs like Stanford, high growth startups like Stripe, Vercel, Bolt, and many founders of their own companies.This is a key role and ideal for someone who thinks strategically, enjoys fast-paced environments, passionate about making product decisions, and has experience building great user experiences that delight users.We are a flat organization that allows anyone to become a leader by showing excellent technical skills and delivering results consistently and fast. Work ethic, solid communication skills, and obsession with winning are paramount.Our interview process involves several technical interviews and we aim to complete them within 1 week.OverviewAs Speechify expands, our AI team seeks a Senior Backend Engineer. This role is central to ensuring our infrastructure scales efficiently, optimizing key product flows, and constructing resilient end-to-end systems. If you are passionate about strategizing, enjoy high-paced environments, and are eager to take ownership of product decisions, we'd love to hear from you.What You'll DoState of the art voice cloningLow latency and cost effective text to speechAn Ideal Candidate Should HaveProven experience in backend development: PythonDirect experience with GCP and knowledge of AWS, Azure, or other cloud providers.Efficiency in ideation and implementation, prioritizing tasks based on urgency and impact.Experience with Docker and containerized deployments.Proficiency in deploying high availability applications on Kubernetes.Preferred: Experience deploying NLP or TTS models to production.What We Offer A dynamic environment where your contributions shape the company and its products.A team that values innovation, intuition, and drive.Autonomy, fostering focus and creativity.The opportunity to have a significant impact in a revolutionary industry.Competitive compensation, a welcoming atmosphere, and a commitment to an exceptional asynchronous work culture.The privilege of working on a product that changes lives, particularly for those with learning differences like dyslexia, ADD, and more.An active role at the intersection of artificial intelligence and audio – a rapidly evolving tech domain.Think you're a good fit for this job? Tell us more about yourself and why you're interested in the role when you apply.And don't forget to include links to your portfolio and LinkedIn.Not looking but know someone who would make a great fit? Refer them!Speechify is committed to a diverse and inclusive workplace. Speechify does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status.                            Show more                                        Show less",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4282365836
Software Engineer,"Austin, TX",Cloudera,https://www.linkedin.com/company/cloudera?trk=public_jobs_topcard-org-name,"Business Area: EngineeringSeniority Level:Entry levelJob Description:At Cloudera, we empower people to transform complex data into clear and actionable insights. With as much data under management as the hyperscalers, we're the preferred data partner for the top companies in almost every industry. Powered by the relentless innovation of the open source community, Cloudera advances digital transformation for the world’s largest enterprises.At Cloudera, our Data Services Pillar is the heart of data innovation. We don’t just work with technology; we build it. Our mission is to empower data practitioners by creating seamless, enterprise-grade experiences for data engineering, warehousing, streaming, operational databases, and AI.We are seeking an experienced Software Engineer for the Developer Productivity team to play an integral role in accelerating and improving the Cloudera product development lifecycle. This team builds the next generation of CI/CD pipelines and automation tools to allow Product Development and Quality Engineering teams to focus on delivering superior Data Engineering products. As a Software Engineer, you will:Design, develop, and maintain advanced CI/CD pipelines and automation tools to streamline development and deployment processes.Create and improve tools for continuous integration, automated testing, and release management, predominantly using Python.Build and maintain robust infrastructure using Kubernetes, BareMetal, AWS, GKE, and Azure.Improve the Software Development Lifecycle with a robust code review process and gatekeeping process/tools.Proficiency in using AI-powered tools (e.g., Cursor, GitHub Copilot, etc.) to enhance productivity, problem-solving, and workflow efficiency. This position is not eligible for sponsorshipWe're excited about you if you have (Required Qualifications):B.S. or B.A. in computer science or a related field.Experience with automating CI/CD processes.Experience programming in one or more general purpose programming languages, preferably Python, Java, Go, Shell, JavaScript, Typescript, React Native.You may also have:Experience with Kubernetes and AWS,/ GCP, or Azure environments and strong system fundamentals.Experience with infrastructure languages like Terraform, Ansible, Helm etc.What you can expect from us:Generous PTO Policy Support work life balance with Unplugged DaysFlexible WFH Policy Mental & Physical Wellness programs Phone and Internet Reimbursement program Access to Continued Career Development Comprehensive Benefits and Competitive Packages Paid Volunteer TimeEmployee Resource GroupsEEO/VEVRAA                    Show more                                        Show less",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4325496410
Brand Manager | DTC E-Commerce | 100% Remote EU,"Zagreb, Zagreb, Croatia",Foxelli Group,https://nl.linkedin.com/company/foxelli-group?trk=public_jobs_topcard-org-name,"At Foxelli, we’re building more than e-commerce brands — we’re building a tribe of thoughtful humans: AI enthusiasts, curious builders, and ambitious minds who care about doing meaningful work together. Ten years in, our D2C brands reach millions and generate over $20M annually. Our focus stays simple: create products customers love and a team that actually enjoys building them.If you love to learn, experiment, think boldly, make decisions, and build things that matter — you’ll feel at home with us.WHY JOIN FOXELLI?Foxelli is a place for people who think deeply, learn quickly, automate repetitive work, enjoy spending time together, and build things that matter. We work hard, joke often, and don’t take ourselves too seriously.If you're excited about AI, eager to learn, and want to create work that genuinely means something with people who care, you’ll feel right at home with us — no matter where you are in your career.THE ROLEWe’re looking for a hands-on Brand Manager to take ownership of our product and make it better every month. This isn’t a “big corporate” role – it’s practical, fast, and creative.ResponsibilitiesOversee the product from idea to delivery each monthManage suppliers: source, negotiate, and coordinate shipmentsKeep COGS under control while improving product qualityListen to customer feedback and turn it into product improvementsConstantly think of ways to reduce churn and make the box more excitingWork closely with our team to make sure everything runs smoothlySkills & ExperienceSmart, fast, hungry to learn and growDown-to-earth, practical, and not “precious” about titlesStrong communicator, organized, able to juggle multiple tasksSomeone who cares about making the product better, not just maintaining itTHE RECRUITMENT PROCESSApply — A simple form that helps us know who’s stepping into our world. DiSC Assessment + Ribbon AI Interview — DiSC shows how you work with people. Ribbon is a short, guided video step that helps us understand your thinking style in a calm, private spaceText Task — A small real-work challenge so we can see how you approach problems in action. Interview — A conversation with your manager to feel the work chemistry, get to know each other, and explore what we could build togetherFIXED SERVICE FEE€1,200 – €2,200 after taxes❕Please note that this role is based on a contract/freelance agreement.Perks & BenefitsFull flexibility with your schedule in a fully remote setting, while Hubstaff ensures transparency and fairness. Complimentary gym memberships and company-sponsored outdoor adventures for your strength and to keep your physical well-being in check. A personal development budget is at your disposal for your personal and professional growth to ensure you keep growing continuously. Generous paid time off, including parental leave and vacation days, to recharge and rejuvenate and ensure you’re well-rested. A budget for your home office setup so you’re comfortable working how you like and where you like. Strong company culture and a network of unique individuals that celebrate you. ELIGIBILITY & LOCATION REQUIREMENTS❕This role is 100% remote.Our tribe works primarily in the Eastern European Time Zone (EET — UTC+2/UTC+3). We also use Revolut for payments, so we are open to hiring candidates in countries where Revolut payments are supported. For full-time roles, we ask that you’re available for at least 5 hours during typical EET working hours — it keeps collaboration smooth and communication easy. (This doesn’t apply to part-time roles.)Currently, we are hiring in Albania, Bosnia and Herzegovina, Croatia, Czech Republic, Estonia, Greece, Georgia, Kosovo, Latvia, Lithuania, Moldova, Montenegro, North Macedonia, Poland, Portugal, Romania, Slovakia, Malta, Slovenia, Serbia, Cyprus, Bulgaria, Hungary, Netherlands, the United Kingdom, and South Africa.                    Show more                                        Show less",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4339369625
Data Science Intern,"New York, United States",SalesPilot 365 | CRM,https://uk.linkedin.com/company/salespilot365?trk=public_jobs_topcard-org-name,"About SalesPilot 365SalesPilot 365 is a modern staffing and talent acquisition platform helping leading organizations find exceptional talent. We’re now expanding into the Data Science vertical and are looking for curious, driven, and analytical minds.Role OverviewAs a Data Science Intern at SalesPilot 365, you will collaborate with our engineering and strategy teams to design data-driven solutions that power smarter hiring, workforce planning, and operational decision-making. This is a hands-on role where you’ll work on real business datasets to build production-ready analytics models and dashboards.Key ResponsibilitiesCollect, clean, analyze, and transform structured & semi-structured HR and recruitment datasetsBuild predictive models for talent forecasting, attrition risk, and candidate success scoresDevelop data visualizations, dashboards, and reports using Python, SQL & BI toolsPerform EDA (exploratory data analysis) to uncover insights that inform recruitment strategiesWork with time-series & cohort data for trend analysis and performance metricsDeploy statistical and ML algorithms (regression, clustering, classification) in scalable pipelinesCommunicate findings & recommendations with clear visual and written formats to stakeholdersRequirementsPursuing (or recently completed) B.Tech/BE/M.Tech/MSc in Data Science, Computer Science, Statistics, or related fieldsProficiency in Python + core libraries (Pandas, NumPy, Matplotlib/Seaborn, Scikit-learn)Familiarity with SQL for querying relational datasetsSound understanding of ML fundamentals – supervised/unsupervised learning methodsStrong statistics foundation – distributions, hypothesis testing, probabilityAbility to interpret data, derive insights, and present conclusions clearlyStrong communication skills, ownership mindset & enthusiasm to learnNice to Have (Bonus)Knowledge of BI tools (Power BI / Tableau / Looker / Metabase)Basics of cloud platforms (AWS/GCP/Azure) or DockerPrior exposure to HR analytics or recruitment datasetsWhat You’ll GetPractical exposure to solving real-world data problems in HR TechExperience working on high-impact product features used by recruiters and hiring managers1:1 mentorship by experienced data scientists and access to premium resourcesInternship Certificate & Letter of Recommendation upon successful completionOpportunity for a Pre-Placement Offer (PPO) at SalesPilot 365 or client companiesHiring ProcessOnline ApplicationSubmit CV, GitHub/Kaggle links, and a brief note on your interest and experienceTechnical AssessmentAssignment to test Python, SQL, EDA, or modeling approachTechnical InterviewIn-depth discussion (45 mins) on your ML/stats understanding & problem-solvingManagerial InterviewEvaluate communication skills, culture fit & motivationOfferSelected applicants receive the internship offer with stipend details & project allocationOnboardingOrientation, project assignment & setup with tools and mentorsStipendMinimum stipend starts at C$24/hour, with the possibility of a higher rate based on performance in the interviews.                    Show more                                        Show less",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4348286923
外企产品负责人（双休）,"Qingdao, Shandong, China",优创（青岛）数据技术有限公司,https://www.linkedin.com/company/%E4%BC%98%E5%88%9B%EF%BC%88%E9%9D%92%E5%B2%9B%EF%BC%89%E6%95%B0%E6%8D%AE%E6%8A%80%E6%9C%AF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8?trk=public_jobs_topcard-org-name,该职位来源于猎聘 职责描述: 1.负责软件开发需求的收集、整理、分析，并提供完整的解决方案及产品原型； 2.负责产品路线图和里程碑的规划，产品时间线的管理； 3.负责组织与主持解决方案、产品的演示与宣讲； 4.负责发现、论证创新与改进的潜在机会； 5.负责协助开发人员完成产品的界面、功能、流程设计，合理控制需求范围； 6.负责基于项目对需求进行管理，具体包括项目中的需求变更、需求确认、需求控制等需求相关工作。 任职要求: 1.计算机软件相关专业，本科及以上学历； 2.具有至少3年以上企业应用系统软件开发需求调研、分析工作经验，能独立完成需求文档、解决方案原型工作，与客户良好沟通； 3.具有用敏捷开发(Scrum)框架开发企业应用系统的经验； 4.具备良好的团队协作精神，较强的学习能力和较好的沟通协调能力； 5.优秀的英语读写说能力，可以用英语沟通； 6.有较强的责任心，能承受工作压力； 7.对数据库的设计和使用有基本的了解； 8.有中小型信息系统项目管理经验； 9.有Scrum Product Owner认证或其他产品经理认证。                            Show more                                        Show less,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4348289704
Junior/Mid Software Engineer,"London, England, United Kingdom",Mytos,https://uk.linkedin.com/company/mytosbio?trk=public_jobs_topcard-org-name,"About MytosYou rarely get the chance to change an entire industry. But that's the position we find ourselves in. Join us, and you’ll unleash scientists, accelerate their research and help get cures to patients sooner.We’ve developed machines to fully automate human cell production - the most manual process in Biotech. Cells are used to discover and develop new drugs, and now they're being used to cure diseases like Parkinson’s and age-related blindness. Mytos will impact cure development across the board.We're live in multibillion dollar biotechs on both coasts of the US, and raised $19m to expand into the market faster, and accelerate our development! Next year, neurons grown on our machines will be going into Parkinson patient brains.We’ve assembled a world-class team to take on this challenge, with ex-Dyson engineers and Nature-published scientists working hand-in-hand. You can learn more about your potential Mytos teammates here: TeamMytos is backed by Y Combinator, the most successful startup program in the world which produced companies such as AirBnb, Dropbox, and Ginkgo Bioworks.The RoleAs a Junior/Mid level Software Engineer (depending on experience) you’ll be contributing across all areas of our full-stack product based in the Cloud, and our IoT devices that interface with Mytos hardware to manufacture cells. You'll contribute across a variety of technologies and paradigms, leaning how to research, design, implement, maintain, and evolve product functionality giving users powerful tools to customise and monitor cell growth protocols.Your work will directly impact how quickly and effectively new therapies and research tools can be developed, ultimately helping patients worldwide.What You'll DoDevelop and improve our frontend applications using TypeScript, React, and GraphQL to create intuitive interfaces for complex biological workflowsCollaborate closely with other engineers to deliver end-to-end product functionality spanning experiment scheduling, automated image analysis, and remote operation of our devicesBuild backend services that communicate with our hardware systems and learn about data integrity throughout the cell manufacturing processCollaborate across disciplines with hardware engineers, biologists, and commercial teams to build reliable and effective systems in record timeLearn and contribute to our testing methods to help us deliver quality software at speedLearn and contribute to architecture and infrastructure, system performance, and interesting distributed system challengesWrite code that you can immediately see the real-world impact: testing on our prototype machines in our own labUp-skill in domains outside software engineering, from donning a lab coat and be trained on the nuances of stem cells, to the basics of fluid mechanicsBe given a lot of autonomy, responsibility, and ownership of product problems and the technical solutions you design and deliver to address customer needsWhat We're Looking For (depending on experience level)Are early in your software career and want to join an environment that gives you the chance to grow quicklyHave demonstrated technical promise so far in your studies or workWant to work on difficult technical challenges in a field that will define the biggest scientific advancement this centurySelf-starter attitude with a drive for producing quality workCare and compassion for customers and colleaguesExperience with full-stack web development using TypeScript or other typed languagesExperience with modern frontend frameworks (React preferred)Experience with backend development and API design (Node.js preferred)Experience working with databases (PostgreSQL and Prisma or similar ORM experience ideal)Our technologiesFrontend (Netlify): React, TypeScript, GraphQL, StorybookBackend (AWS & Heroku): NodeJS, TypeScript, GraphQL, MQTT, PostgreSQL, Python, Pulumi IaCPhysical Device (on-premise): NodeJS, Typescript, FastAPI, Python, MQTTFirmware: C++, GTest, GMock, Bazel, PlatformioNice-to-Haves:Understanding of distributed systems conceptsExperience with Python for data processing or image analysisBackground or interest in biology, lab automation, or scientific instrumentationAny experience with regulated environments (GMP, HIPAA, etc.)Any experience with UI/product design processes and tools (wireframes, mockups, looks-like prototypes, etc.)Why You'll Love Working HereImpact: Your work will directly enable the production of cell therapies that can transform patients' livesGrowth: We're solving complex problems at the intersection of software, hardware, and biology—you'll constantly learn and develop new skillsAutonomy: You'll have the freedom to shape our approach to GMP readiness, with support from a talented cross-disciplinary teamTeam: Work with the best engineers and scientists in a collaborative environment where diverse perspectives drive innovationSalary And BenefitsCompetitive salary with stock optionsCollaborative team environment with very high potential to learn new skills32 days holiday (bank holidays, end-of-year closure, and 21 days discretionary PTO)Workspace with office, workshop and wet lab facilities in the Imperial College Innovation hub, White CityStrong in-person culture with team lunches covered daily when in officeFlexible working with core hours (10am to 4pm) to support team collaborationHybrid working (typically 2-3 days on-site per week) that respects where you do your best work while maintaining overall team efficiencyCompetitive pension scheme with tax-efficient salary sacrifice optionWe're building a team that enjoys moving fast, strives for continuous improvement through learning from mistakes, and is passionate about work that contributes to solving real world problems. No GMP experience? No problem! We want someone who is motivated to deliver an innovative product into a regulated space with creative, efficient solutions.If you're excited about solving interesting problems at the intersection of software, hardware, and biology while helping us prepare for the next phase of our growth, we want to hear from you!We currently do not sponsor visa for our junior roles.We may use artificial intelligence (AI) tools to support parts of the hiring process, such as reviewing applications, analyzing resumes, or assessing responses. These tools assist our recruitment team but do not replace human judgment. Final hiring decisions are ultimately made by humans. If you would like more information about how your data is processed, please contact us.                            Show more                                        Show less",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4341746332
